 seedlen = 0 lowscore = 0
Mutation Data Matrix (120 PAMs)
ARNDCQEGHILKMFPSTWYVBZX
matrix constant = 8
Residue identity scores 10
ARNDCQEGHILKMFPSTWYVBZX
matrix constant = 0

100000 sequences to be read in length range 50 -> 500

Calculating peptide table based on length 6
Reading user file of seq.s: final.seq
 user_in = 1
End of user sequences
7150 sequences read into 7150 blocks, (7150 are keyed)


 ****** CYCLE 0 ******
Minimum score held = 20
Top 3 scores held per sequence
Sequences in the range 1<Dij<1000 scored
Adjacent sequences scored with bonus of 10
141196 pairs collected
144024
 npairs = 144024
pre_order  npairs = 144024
 malloc OK
reorder  malloc OK done
preorder  new block mallock OK
cluster_pairs total list_alloc = 1660
pack_lists 6982/7150 blocks moved

New sequence order is:
* Block 0 <=== 320	USER>>AACN010607701.1/895-1033	  139   [+0+] AACN010607701.1/895-1033 Canis familiaris ctg19866851718594, whole genome shotgun sequence.
picked USER>>AEYP01041205.1/35389-35556 (0.000000)
picked USER>>ACBE01326469.1/6546-6699 (0.000000)
picked USER>>ACTA01132205.1/29197-29036 (0.000000)
picked USER>>AANG01759719.1/928-829 (0.000000)
picked USER>>AANT01183858.1/9807-9689 (0.000000)
picked USER>>AGTP01043318.1/36755-36881 (0.000000)
picked USER>>AAFR03030515.1/35344-35171 (0.000000)
picked USER>>AAHX01031918.1/1746-1585 (0.000000)
picked USER>>AAGW02008687.1/17094-16911 (0.000000)
picked USER>>AAGW02023652.1/1722-1518 (0.000000)
picked USER>>AAHX01088579.1/6259-6086 (0.000000)
picked USER>>ACBE01438087.1/3827-3698 (0.000000)
picked USER>>ACBE01209394.1/10100-10266 (0.000000)
picked USER>>AAGW02024660.1/113023-113140 (0.000000)
picked USER>>AAYZ01294081.1/243-397 (0.000000)
picked USER>>ABGA01264182.1/7243-7072 (0.000000)
picked USER>>AAHY01028894.1/3999-3823 (0.000000)
picked USER>>AAIY01241709.1/1681-1532 (0.000000)
picked USER>>AFSB01143415.1/1347-1486 (0.000000)
picked USER>>AAPY01490538.1/334-452 (0.000000)
picked USER>>AGAI01048359.1/93786-93633 (0.000000)
picked USER>>AAHY01109942.1/16031-15892 (0.000000)
picked USER>>AEYP01020508.1/79966-80146 (0.000000)
picked USER>>CABD02375172.1/12398-12236 (0.000000)
picked USER>>AAIY01154437.1/2741-2888 (0.000000)
picked USER>>AAYZ01189419.1/6248-6433 (0.000000)
picked USER>>AABR05118091.1/7813-7985 (0.000000)
picked USER>>ACTA01043627.1/16917-16766 (0.000000)
picked USER>>AAHX01095651.1/3314-3481 (0.000000)
picked USER>>AC242977.5/14279-14125 (0.000000)
picked USER>>ADFV01166753.1/73090-72959 (0.000000)
picked USER>>AABR05046114.1/207-69 (0.000000)
picked USER>>AAEX03009457.1/154833-154979 (0.000000)
picked USER>>AAIY01299781.1/2-155 (0.000000)
picked USER>>AGCE01125791.1/4848-5040 (0.000000)
picked USER>>AFSB01020824.1/12935-13066 (0.000000)
picked USER>>AFSB01212987.1/8186-8348 (0.000000)
picked USER>>AAIY01272653.1/2876-2726 (0.000000)
picked USER>>AAQR03127204.1/11946-12112 (0.000000)
picked USER>>AFSB01121110.1/18101-17953 (0.000000)
picked USER>>CAEC01393999.1/4964-5116 (4.711780)
picked USER>>AEHK01369035.1/14625-14789 (0.000000)
picked USER>>ABRN01251426.1/1793-1634 (0.000000)
picked USER>>AFSB01206599.1/2377-2208 (0.000000)
picked USER>>AAYZ01091770.1/1549-1445 (0.000000)
picked USER>>AARH01011841.1/42147-41964 (0.000000)
picked USER>>BABL01005873.1/167-45 (0.000000)
picked USER>>ABGA01140020.1/6190-6314 (0.000000)
picked USER>>ACBE01375447.1/3965-3849 (0.000000)
picked USER>>AAIY01218180.1/3225-3382 (0.000000)
picked USER>>AABR05128941.1/4449-4507 (0.000000)
picked USER>>BAAF04038982.1/5724-5872 (0.000000)
picked USER>>AAGW02012748.1/9872-9948 (0.000000)
picked USER>>ABEP02003357.1/838-747 (0.000000)
picked USER>>AAFR03050283.1/20810-20970 (0.000000)
picked USER>>ABDC01478648.1/101-44 (0.000000)
picked USER>>AAMC01159436.1/608-422 (0.000000)
picked USER>>AAMC01131238.1/1256-1407 (0.000000)
picked USER>>AGCE01062855.1/12396-12537 (0.000000)
picked USER>>AC145591.5/73385-73588 (0.000000)
picked USER>>AAGW02065429.1/5941-5784 (0.000000)
picked USER>>AFSB01066066.1/25556-25720 (0.000000)
picked USER>>ACTA01144337.1/8222-8398 (0.000000)
picked USER>>ABRN01133814.1/2749-2907 (0.000000)
picked USER>>AANG01395382.1/855-930 (0.000000)
picked USER>>AAGW02024409.1/30325-30232 (0.000000)
picked USER>>AAGW02058684.1/58628-58701 (0.000000)
picked USER>>AAHX01000797.1/13228-13075 (0.000000)
picked USER>>AABR05016827.1/309642-309830 (0.000000)
picked USER>>AFSB01235125.1/2607-2468 (0.000000)
picked USER>>ABGA01216163.1/1138-1015 (0.000000)
picked USER>>AFSB01086675.1/15306-15171 (0.000000)
picked USER>>ACFV01061036.1/175-85 (0.000000)
picked USER>>AGTP01105943.1/11619-11694 (0.000000)
picked USER>>AAGW02041529.1/7178-7291 (0.000000)
picked USER>>AANG01665349.1/2917-2757 (0.000000)
picked USER>>AAYZ01073140.1/4122-4240 (0.000000)
picked USER>>AAGW02014021.1/8889-9048 (0.000000)
picked USER>>AAQR03062289.1/12958-13100 (0.000000)
picked USER>>AGTP01012271.1/8444-8624 (0.000000)
picked USER>>AANG01573694.1/674-480 (0.000000)
picked USER>>AAGW02049283.1/6792-6693 (0.000000)
picked USER>>AABR05157437.1/3386-3282 (0.000000)
picked USER>>AALT01655003.1/16730-16594 (0.000000)
picked USER>>AAYZ01312632.1/1836-1924 (0.000000)
picked USER>>AAQR03052563.1/1654-1572 (0.000000)
picked USER>>AAHX01109879.1/19227-19342 (0.000000)
picked USER>>ACBE01198969.1/5637-5761 (0.000000)
picked USER>>AAWR02031549.1/5158-5042 (0.000000)
picked USER>>CAAA01043311.1/1859-1688 (0.000000)
picked USER>>AALT01244296.1/620-497 (0.000000)
picked USER>>ADFV01009325.1/1966-1833 (0.000000)
picked USER>>AEYP01083056.1/3349-3187 (0.000000)
picked USER>>AAHX01078592.1/4226-4345 (0.000000)
picked USER>>AEYP01080786.1/6882-7029 (0.000000)
picked USER>>AEYP01038240.1/77289-77369 (0.000000)
picked USER>>AAWZ02007197.1/2578-2486 (0.000000)
picked USER>>AANG01398933.1/85-228 (0.000000)
picked USER>>AAGW02031590.1/4547-4645 (0.000000)
picked USER>>AANG01464044.1/2275-2081 (0.000000)
picked USER>>AAWZ02004999.1/102232-102360 (0.000000)
picked USER>>ADND01223693.1/2509-2337 (0.000000)
picked USER>>ACTA01114882.1/5052-4880 (0.000000)
picked USER>>AALT01487020.1/4001-3827 (0.000000)
picked USER>>AAHX01044812.1/49619-49804 (0.000000)
picked USER>>CAAA01216715.1/52752-52937 (0.000000)
picked USER>>AFEY01396798.1/2088-2312 (0.000000)
picked USER>>ABRR01394038.1/547-369 (0.000000)
picked USER>>AEHK01078986.1/1191-1333 (0.000000)
picked USER>>AAQR03143708.1/50049-50145 (0.000000)
picked USER>>AL121763.25/47539-47687 (0.000000)
picked USER>>AFEY01047754.1/8190-8378 (0.000000)
picked USER>>AADD01115396.1/12641-12752 (0.000000)
picked USER>>ABJB010046916.1/734-568 (0.000000)
picked USER>>FQ310508.1/3986707-3986546 (0.000000)
picked USER>>FJ475969.1/1-102 (0.000000)
picked USER>>FJ475971.1/1-98 (0.000000)
picked USER>>ABJB010635988.1/1-110 (0.000000)
picked USER>>ADOQ01006543.1/10936-10758 (0.000000)
picked USER>>ADIH01004174.1/1032-831 (0.000000)
picked USER>>ACQM01119559.1/14631-14820 (0.000000)
picked USER>>AAGJ04056870.1/1572-1434 (0.000000)
picked USER>>AAGJ04052152.1/8090-7908 (0.000000)
picked USER>>AAGJ04136998.1/3635-3779 (0.000000)
picked USER>>ABEP02024711.1/1-79 (0.000000)
picked USER>>ET289838.1/1-110 (0.000000)
picked USER>>ABJB010164802.1/4300-4106 (0.000000)
picked USER>>BACK01028373.1/2871-2722 (0.000000)
picked USER>>ABNS01040469.1/104-1 (0.000000)
picked USER>>BACK01019056.1/988-849 (0.000000)
picked USER>>ABNT01029046.1/1-97 (0.000000)
picked USER>>ABNT01060442.1/93-1 (0.000000)
picked USER>>BACK01028372.1/113-1 (0.000000)
picked USER>>ABJB010771591.1/124-1 (0.000000)
picked USER>>ABJB010417427.1/145-1 (0.000000)
picked USER>>AASC02023315.1/2378-2534 (0.000000)
picked USER>>ADBT01000672.1/21723-21901 (0.000000)
picked USER>>ABLF02046095.1/418-265 (0.000000)
picked USER>>ABLF02035397.1/12495-12308 (0.000000)
picked USER>>ABLF02031474.1/2670-2867 (0.000000)
picked USER>>ABLF02014906.1/2897-3075 (0.000000)
picked USER>>ABLF02026236.1/2513-2329 (0.000000)
picked USER>>AAFS01000519.1/33451-33267 (0.000000)
picked USER>>ADMH01000269.1/19469-19376 (0.000000)
picked USER>>AAWT01024650.1/385-568 (0.000000)
picked USER>>AAWT01001090.1/4866-4997 (0.000000)
picked USER>>K03094.1/1-99 (0.000000)
picked USER>>AAET02000277.1/295134-294935 (0.000000)
picked USER>>AAET02000660.1/100497-100647 (0.000000)
picked USER>>AANI01017247.1/37065-36894 (0.000000)
picked USER>>AAST01039518.1/2353-2227 (0.000000)
picked USER>>AAKN02040221.1/20040-20141 (0.000000)
picked USER>>AAHX01067030.1/81045-81148 (0.000000)
picked USER>>AAPE02044935.1/37410-37574 (0.000000)
picked USER>>ACTA01177875.1/1853-1690 (0.000000)
picked USER>>AANN01721064.1/189-5 (0.000000)
picked USER>>ABVD01355107.1/1060-929 (0.000000)
picked USER>>AAGV020795570.1/144-328 (0.000000)
picked USER>>ABQF01108133.1/1-115 (0.000000)
picked USER>>ABNE01000745.1/124-23 (0.000000)
picked USER>>CABZ01104126.1/3077-2957 (0.000000)
picked USER>>AGKD01415048.1/953-813 (0.000000)
picked USER>>CAEA01397356.1/353-260 (0.000000)
picked USER>>ABRQ01049326.1/1874-2058 (0.000000)
picked USER>>AAPE02016982.1/11870-12015 (0.000000)
picked USER>>AEYP01074337.1/2529-2346 (0.000000)
picked USER>>AAXN01068695.1/121-247 (0.000000)
picked USER>>AAKN02003260.1/10756-10581 (0.000000)
picked USER>>AAPY01237497.1/2645-2838 (0.000000)
picked USER>>ABJB010694824.1/1657-1825 (0.000000)
picked USER>>AGFK01124106.1/4169-3952 (0.000000)
picked USER>>AEWC01011134.1/40397-40512 (0.000000)
picked USER>>ABJB010081331.1/1175-1032 (0.000000)
picked USER>>AFEY01405242.1/12025-12211 (0.000000)
picked USER>>AAHY01156561.1/1891-2093 (0.000000)
picked USER>>AANT01289619.1/12866-13050 (0.000000)
picked USER>>AAIY01003200.1/3642-3771 (0.000000)
picked USER>>AABR05177384.1/2173-2365 (0.000000)
picked USER>>ABRE01006383.1/210-444 (0.000000)
picked USER>>ADND01048289.1/3420-3294 (0.000000)
picked USER>>ABIM01017697.1/4971-4785 (0.000000)
picked USER>>ACBE01280962.1/3986-3794 (0.000000)
picked USER>>AAKN02011682.1/808-921 (0.000000)
picked USER>>CAEC01226136.1/2998-3139 (0.000000)
picked USER>>AADA01042114.1/818-996 (0.000000)
picked USER>>ABRO01112951.1/1169-1063 (0.000000)
picked USER>>AFIY01000560.1/72604-72786 (0.000000)
picked USER>>AATT01001288.1/3853-3663 (0.000000)
picked USER>>AATT01000141.1/15283-15102 (0.000000)
picked USER>>AATT01000176.1/611-459 (0.000000)
picked USER>>AAQY02000317.1/87234-87409 (0.000000)
picked USER>>ADCG01001319.1/4402-4245 (0.000000)
picked USER>>ADCG01003805.1/2403-2276 (0.000000)
picked USER>>FJ817289.1/87515-87656 (0.000000)
picked USER>>AAXJ01016815.1/1071-877 (0.000000)
picked USER>>AAWC01000140.1/15550-15367 (0.000000)
picked USER>>AC102873.10/42454-42312 (0.000000)
picked USER>>CAAA01114145.1/2101-2214 (0.000000)
picked USER>>ABRO01256169.1/582-699 (0.000000)
picked USER>>ACBE01335322.1/4197-4356 (0.000000)
picked USER>>AFSB01166064.1/5585-5404 (0.000000)
picked USER>>ACTA01068082.1/10507-10602 (0.000000)
picked USER>>AFSB01123255.1/6945-6824 (0.000000)
picked USER>>AAYZ01571856.1/1263-1170 (0.000000)
picked USER>>AAQR03012623.1/25377-25518 (0.000000)
picked USER>>AAQR03070031.1/6058-6233 (0.000000)
picked USER>>AGTP01033071.1/79017-78863 (0.000000)
picked USER>>AALT01322911.1/1769-1645 (0.000000)
picked USER>>AFSB01088323.1/14308-14222 (0.000000)
picked USER>>AALT01465636.1/1088-943 (0.000000)
picked USER>>AALT01298224.1/6029-5914 (0.000000)
picked USER>>AAFC03005190.1/35198-35299 (0.000000)
picked USER>>AEYP01025766.1/17409-17582 (0.000000)
picked USER>>AAEX03007789.1/62174-62352 (0.000000)
picked USER>>AAGW02032210.1/14008-13882 (0.000000)
picked USER>>AAQR03060787.1/40144-40018 (0.000000)
picked USER>>AAGW02013271.1/2092-2193 (0.000000)
picked USER>>AAGW02010811.1/9276-9461 (0.000000)
picked USER>>ABDC01497080.1/1739-1827 (0.000000)
picked USER>>AADA01048676.1/1953-2039 (0.000000)
picked USER>>AAYZ01050054.1/7006-6913 (0.000000)
picked USER>>AAQQ01345146.1/387-517 (0.000000)
picked USER>>AALT01322561.1/1072-932 (0.000000)
picked USER>>AFSB01165211.1/15078-15235 (0.000000)
picked USER>>AEYP01063722.1/11576-11692 (0.000000)
picked USER>>AAYZ01452855.1/1006-1147 (0.000000)
picked USER>>AAYZ01281183.1/3635-3792 (0.000000)
picked USER>>AABR05157072.1/43791-43964 (0.000000)
picked USER>>AAGW02059316.1/27265-27426 (0.000000)
picked USER>>AAGW02022814.1/69710-69543 (0.000000)
picked USER>>AAAA02007568.1/6133-6277 (0.000000)
picked USER>>AAYZ01510916.1/1432-1281 (0.000000)
picked USER>>AFSB01048733.1/1284-1395 (0.000000)
picked USER>>AABR05143413.1/19446-19380 (0.000000)
picked USER>>AAYZ01220934.1/8352-8274 (0.000000)
picked USER>>AAGW02016198.1/16354-16267 (0.000000)
picked USER>>AAIY01166627.1/236-348 (0.000000)
picked USER>>AAIY01283903.1/2004-2168 (0.000000)
picked USER>>AFSB01035704.1/18113-18003 (0.000000)
picked USER>>AFSB01118896.1/552-673 (0.000000)
picked USER>>AFSB01108028.1/2316-2503 (0.000000)
picked USER>>AAYZ01502465.1/1404-1322 (0.000000)
picked USER>>AALT01061302.1/581-684 (0.000000)
picked USER>>AFSB01160419.1/62820-62707 (0.000000)
picked USER>>AAPE02024208.1/70612-70696 (0.000000)
picked USER>>ABRR01289548.1/7632-7525 (0.000000)
picked USER>>ABRN01101880.1/8421-8586 (0.000000)
picked USER>>ACBE01295407.1/7414-7553 (0.000000)
picked USER>>AEYP01099332.1/3718-3885 (0.000000)
picked USER>>AAYZ01015529.1/9590-9433 (0.000000)
picked USER>>AABR05081287.1/14624-14817 (0.000000)
picked USER>>AALT01663086.1/6657-6514 (0.000000)
picked USER>>AFTD01122511.1/2294-2436 (0.000000)
picked USER>>AAGW02016425.1/20378-20558 (0.000000)
picked USER>>AFSB01240119.1/14910-14683 (0.000000)
picked USER>>AAYZ01147561.1/511-339 (0.000000)
picked USER>>AAIY01691798.1/737-908 (0.000000)
picked USER>>AAWZ02016710.1/11960-11757 (0.000000)
picked USER>>AAYZ01059289.1/1057-1206 (0.000000)
picked USER>>AFSB01219390.1/2517-2353 (0.000000)
picked USER>>AAGW02003211.1/50255-50069 (0.000000)
picked USER>>AAKN02021677.1/80168-80021 (0.000000)
picked USER>>AEYP01034949.1/41352-41511 (0.000000)
picked USER>>AAWZ02022276.1/111551-111711 (0.000000)
picked USER>>AGTP01104330.1/172-44 (0.000000)
picked USER>>AAGW02047818.1/90029-90194 (0.000000)
picked USER>>AAHY01051301.1/56686-56859 (0.000000)
picked USER>>AAHX01040748.1/29068-28921 (0.000000)
picked USER>>AAGW02019011.1/36772-36602 (0.000000)
picked USER>>AANN01216317.1/2977-2783 (0.000000)
picked USER>>AAYZ01137432.1/7859-8076 (0.000000)
picked USER>>AAYZ01491524.1/4572-4468 (0.000000)
picked USER>>AAYZ01194802.1/9618-9758 (0.000000)
picked USER>>AEHK01102048.1/732-836 (0.000000)
picked USER>>AAPE02025385.1/18314-18207 (0.000000)
picked USER>>AFSB01163712.1/21935-22054 (0.000000)
picked USER>>AFSB01005192.1/269-140 (0.000000)
picked USER>>AAYZ01397999.1/753-610 (0.000000)
picked USER>>AAKN02014228.1/61508-61370 (0.000000)
picked USER>>AABR05067240.1/6134-6320 (0.000000)
picked USER>>AABR05010646.1/53398-53546 (0.000000)
picked USER>>AABR05102144.1/18986-19148 (0.000000)
picked USER>>AFYH01018482.1/3534-3700 (0.000000)
picked USER>>AFSB01081444.1/7299-7154 (0.000000)
picked USER>>AAGW02042607.1/26316-26222 (0.000000)
picked USER>>AAEX03004481.1/168678-168850 (0.000000)
picked USER>>AAHX01066019.1/7032-6896 (0.000000)
picked USER>>AFSB01230173.1/16388-16542 (0.000000)
picked USER>>AABR05122135.1/5408-5278 (0.000000)
picked USER>>AFSB01074338.1/17807-17963 (0.000000)
picked USER>>AAGW02004360.1/33980-33811 (0.000000)
picked USER>>AFSB01017672.1/4706-4874 (0.000000)
picked USER>>AEHL01358391.1/10174-10346 (0.000000)
picked USER>>AGCE01135214.1/30581-30384 (0.000000)
picked USER>>AAYZ01022417.1/10040-9837 (0.000000)
picked USER>>AAYZ01145168.1/143-244 (0.000000)
picked USER>>ACPB02008052.1/3435-3557 (0.000000)
picked USER>>AAGW02040055.1/16914-17020 (0.000000)
picked USER>>FN673786.1/77343-77192 (0.000000)
picked USER>>AALT01496576.1/4285-4471 (0.000000)
picked USER>>AABR05053074.1/21842-21999 (0.000000)
picked USER>>ACTA01033253.1/7877-8026 (0.000000)
picked USER>>AAWZ02024502.1/12850-12678 (0.000000)
picked USER>>AAYZ01612860.1/895-1093 (0.000000)
picked USER>>AAGW02028206.1/77516-77678 (0.000000)
picked USER>>AABR05037944.1/5300-5144 (0.000000)
picked USER>>AFSB01034032.1/70925-70769 (0.000000)
picked USER>>AFSB01178991.1/6420-6578 (0.000000)
picked USER>>AAPE02016911.1/73076-73257 (0.000000)
picked USER>>AAYZ01391037.1/4573-4780 (0.000000)
picked USER>>AAIY01241242.1/5119-5010 (0.000000)
picked USER>>AFSB01050167.1/13993-13810 (0.000000)
picked USER>>AAPE02036871.1/8018-7837 (0.000000)
picked USER>>AFSB01002399.1/17291-17447 (0.000000)
picked USER>>AAWZ02022048.1/79380-79480 (0.000000)
picked USER>>BX004789.7/52951-53075 (0.000000)
picked USER>>AAHX01035752.1/72099-72266 (0.000000)
picked USER>>AAGW02001453.1/4502-4681 (0.000000)
picked USER>>AFSB01029307.1/22292-22456 (0.000000)
picked USER>>AAYZ01018542.1/992-1165 (0.000000)
picked USER>>AFSB01087016.1/22879-22693 (0.000000)
picked USER>>AFSB01069043.1/13527-13690 (0.000000)
picked USER>>AFSB01115785.1/561-704 (0.000000)
picked USER>>AAGW02043706.1/42073-42260 (0.000000)
picked USER>>AAYZ01229277.1/4781-4622 (0.000000)
picked USER>>AFSB01197788.1/26703-26844 (0.000000)
picked USER>>ADFV01133261.1/324-158 (0.000000)
picked USER>>AAGW02038721.1/46244-46386 (0.000000)
picked USER>>AAMC01190294.1/1264-1059 (0.000000)
picked USER>>AAFC03042116.1/971-1106 (0.000000)
picked USER>>AFSB01182020.1/34823-34932 (0.000000)
picked USER>>AGTP01003296.1/10118-9924 (0.000000)
picked USER>>ADDD01102435.1/12152-11992 (0.000000)
picked USER>>AFSB01091446.1/9607-9764 (0.000000)
picked USER>>AAYZ01073562.1/2298-2434 (0.000000)
picked USER>>AAIY01590004.1/505-637 (0.000000)
picked USER>>AALT01324788.1/5330-5486 (0.000000)
picked USER>>AFSB01076641.1/35315-35491 (0.000000)
picked USER>>AAPE02026330.1/3554-3362 (0.000000)
picked USER>>AEKR01297767.1/2006-2151 (0.000000)
picked USER>>AALT01656352.1/2714-2577 (0.000000)
picked USER>>AAHY01071732.1/2548-2392 (0.000000)
picked USER>>AFSB01016568.1/19923-20032 (0.000000)
picked USER>>ACBE01094789.1/1227-1335 (0.000000)
picked USER>>AFSB01070020.1/1600-1772 (0.000000)
picked USER>>AFSB01184086.1/10962-11128 (0.000000)
picked USER>>AAHX01034982.1/5949-5791 (0.000000)
picked USER>>AALT01563980.1/3565-3440 (0.000000)
picked USER>>AANG01695863.1/1378-1277 (0.000000)
picked USER>>AFSB01163117.1/26366-26206 (0.000000)
picked USER>>AAYZ01315315.1/2779-2971 (0.000000)
picked USER>>AAGW02046048.1/92175-92042 (0.000000)
picked USER>>AAGW02011499.1/32477-32622 (0.000000)
picked USER>>AAWR02010549.1/22570-22685 (0.000000)
picked USER>>ABGA01005729.1/450-596 (0.000000)
picked USER>>AAQR03055643.1/16991-16828 (0.000000)
picked USER>>ABDC01428720.1/867-724 (0.000000)
picked USER>>AAEX03009735.1/31528-31646 (0.000000)
picked USER>>AEYP01091471.1/13081-13189 (0.000000)
picked USER>>AAGW02051138.1/231562-231698 (0.000000)
picked USER>>AAIY01108698.1/410-308 (0.000000)
picked USER>>AAYZ01674017.1/767-632 (0.000000)
picked USER>>AFSB01045813.1/1656-1842 (0.000000)
picked USER>>AAGW02019301.1/8476-8328 (0.000000)
picked USER>>AANT01263157.1/7031-6886 (0.000000)
picked USER>>AEHL01193196.1/6547-6662 (0.000000)
picked USER>>AFSB01127798.1/31299-31401 (0.000000)
picked USER>>AFSB01009512.1/12488-12605 (0.000000)
picked USER>>AFTD01080586.1/5725-5546 (0.000000)
picked USER>>AGKD01084947.1/713-484 (0.000000)
picked USER>>AAGW02031409.1/52047-52240 (0.000000)
picked USER>>AAYZ01217471.1/11300-11461 (0.000000)
picked USER>>AAGW02027678.1/14898-14754 (0.000000)
picked USER>>AAYZ01117538.1/1056-1237 (0.000000)
picked USER>>AAYZ01298863.1/918-1071 (0.000000)
picked USER>>AAHY01129141.1/8783-8612 (0.000000)
picked USER>>AFSB01061704.1/6940-7106 (0.000000)
picked USER>>AEHL01301945.1/34513-34382 (0.000000)
picked USER>>ACBE01389667.1/933-767 (0.000000)
picked USER>>AFSB01034306.1/8101-8007 (0.000000)
picked USER>>ACFV01006459.1/60535-60689 (0.000000)
picked USER>>AAGW02003674.1/74214-74072 (0.000000)
picked USER>>AAWZ02003560.1/123729-123893 (0.000000)
picked USER>>AFSB01171291.1/86411-86298 (0.000000)
picked USER>>ADFV01162906.1/7166-7024 (0.000000)
picked USER>>AAHX01112214.1/11588-11761 (0.000000)
picked USER>>AEYP01058423.1/7711-7899 (0.000000)
picked USER>>AFSB01124111.1/35640-35797 (0.000000)
picked USER>>AAYZ01036128.1/8714-8557 (0.000000)
picked USER>>AAGW02059191.1/16101-15963 (0.000000)
picked USER>>AFSB01126489.1/1726-1907 (0.000000)
picked USER>>AAYZ01261437.1/9027-9182 (0.000000)
picked USER>>AFSB01025896.1/10411-10612 (0.000000)
picked USER>>DAAA02008529.1/34979-34842 (0.000000)
picked USER>>AFSB01098332.1/26175-26044 (0.000000)
picked USER>>AGCE01101137.1/10833-10697 (0.000000)
picked USER>>ACFV01014004.1/83292-83456 (0.000000)
picked USER>>AAHX01021480.1/9579-9718 (0.000000)
picked USER>>AANT01272201.1/24072-24201 (0.000000)
picked USER>>AAWZ02002212.1/9625-9790 (0.000000)
picked USER>>AAMC01030152.1/18978-19142 (0.000000)
picked USER>>AAHY01036669.1/23636-23503 (0.000000)
picked USER>>AAGW02027804.1/9309-9488 (0.000000)
picked USER>>AFSB01024667.1/1629-1471 (0.000000)
picked USER>>AFSB01219563.1/6853-7011 (0.000000)
picked USER>>AAGW02020920.1/18722-18879 (0.000000)
picked USER>>AFSB01100285.1/4451-4617 (0.000000)
picked USER>>AEYP01023405.1/23978-24102 (0.000000)
picked USER>>AAPY01089428.1/601-508 (0.000000)
picked USER>>AFYH01197990.1/740-957 (0.000000)
picked USER>>AADA01344960.1/2572-2745 (0.000000)
picked USER>>ACBE01422487.1/225-136 (0.000000)
picked USER>>AAGW02022384.1/1831-1744 (0.000000)
picked USER>>AAGV020932983.1/822-967 (0.000000)
picked USER>>CAEC01059718.1/738-856 (0.000000)
picked USER>>AAKN02053205.1/57621-57444 (0.000000)
picked USER>>AAGW02045918.1/89094-88968 (0.000000)
picked USER>>AAGW02014621.1/34446-34374 (0.000000)
picked USER>>AAFR03043878.1/441543-441646 (0.000000)
picked USER>>ACBE01098707.1/108-212 (0.000000)
picked USER>>AAGW02039896.1/80092-79989 (0.000000)
picked USER>>ADFV01165466.1/39132-39227 (0.000000)
picked USER>>AAIY01575588.1/2028-2112 (0.000000)
picked USER>>AANN01567581.1/5910-5785 (0.000000)
picked USER>>AACN010598104.1/818-651 (0.000000)
picked USER>>AAIY01265640.1/298-525 (0.000000)
picked USER>>AFYH01060205.1/1110-966 (0.000000)
picked USER>>AAQR03182400.1/1475-1262 (0.000000)
picked USER>>AAHX01093575.1/12384-12235 (0.000000)
picked USER>>AAYZ01013014.1/869-1019 (0.000000)
picked USER>>AL691403.2/14929-15034 (0.000000)
picked USER>>AAWZ02023751.1/95259-95458 (0.000000)
picked USER>>ABRT010752476.1/656-564 (0.000000)
picked USER>>ADFV01028249.1/4303-4462 (0.000000)
picked USER>>AAYZ01042814.1/2958-2780 (0.000000)
picked USER>>AAEX03008382.1/394456-394381 (0.000000)
picked USER>>ABDC01162947.1/3577-3457 (0.000000)
picked USER>>AAYZ01178336.1/740-883 (0.000000)
picked USER>>AFSB01111935.1/10693-10579 (0.000000)
picked USER>>AAWZ02019252.1/10910-11054 (0.000000)
picked USER>>AAPE02026234.1/57745-57658 (0.000000)
picked USER>>AAGW02054587.1/37351-37426 (0.000000)
picked USER>>AAIY01101671.1/120-34 (0.000000)
picked USER>>AAGW02025913.1/88850-88936 (0.000000)
picked USER>>AAQR03144885.1/313-222 (0.000000)
picked USER>>AFSB01230676.1/43837-43734 (0.000000)
picked USER>>AAIY01546399.1/2504-2578 (0.000000)
picked USER>>AAHY01782141.1/676-755 (0.000000)
picked USER>>AAIY01214438.1/1195-1009 (0.000000)
picked USER>>AGFK01005674.1/5756-5602 (0.000000)
picked USER>>AECO01170068.1/1896-1754 (0.000000)
picked USER>>AECO01066482.1/230-96 (0.000000)
picked USER>>AAQR03002185.1/4947-4839 (0.000000)
picked USER>>AAYZ01007276.1/9591-9712 (0.000000)
picked USER>>AFSB01158867.1/3755-3894 (0.000000)
picked USER>>AAWZ02032448.1/29055-29195 (0.000000)
picked USER>>AEYP01086326.1/7931-8111 (0.000000)
picked USER>>BAAF04118332.1/1853-1745 (0.000000)
picked USER>>AAGW02015436.1/5271-5373 (0.000000)
picked USER>>AAEX03011199.1/263318-263146 (0.000000)
picked USER>>AANN01033911.1/2921-2793 (0.000000)
picked USER>>AAGW02046691.1/33510-33600 (0.000000)
picked USER>>AALT01198851.1/2953-3063 (0.000000)
picked USER>>AEQT010373248.1/3338-3171 (0.000000)
picked USER>>AACZ03041496.1/24047-23938 (0.000000)
picked USER>>AGCE01122387.1/14922-14814 (0.000000)
picked USER>>AANT01265312.1/1514-1404 (0.000000)
picked USER>>AAYZ01276106.1/1831-2011 (0.000000)
picked USER>>AFSB01058882.1/444-290 (0.000000)
picked USER>>AAIY01340978.1/967-1076 (0.000000)
picked USER>>AEMH01013797.1/11756-11848 (0.000000)
picked USER>>CAAA01173688.1/5410-5239 (0.000000)
picked USER>>AAKN02017891.1/24696-24554 (0.000000)
picked USER>>AALT01059805.1/2012-1924 (0.000000)
